id,Pageviews,Unique Pageviews,Avg. Time on Screen
a064000000cr1p0AAA,17,8,0
a064000000cr1pAAAQ,48,17,0
a064000000cs8slAAA,,,
a064000000CSU7MAAX,5,3,0
a064000000ctMbpAAE,,,
a064000000ctMyvAAE,,,
a064000000DSuR5AAL,1450,715,0
a064000000DZ6oaAAD,,,
a064000000DZ6oTAAT,5,5,0
a064000000DZ6oUAAT,,,
a064000000DZ6oYAAT,,,
a064000000DZ6oZAAT,,,
a064000000Eb0u6AAB,,,
a064000000EXmRdAAL,17,8,0
a064000000EXmRYAA1,,,
a064000000G3SI5AAN,5,5,0
a064000000G3Sl1AAF,,,
a064000000G4cGBAAZ,6,5,0
a064000000G4cGGAAZ,5,5,0
a064000000haUpNAAU,14,13,0
a064000000hbzJxAAI,5,5,0
a064000000hc1KNAAY,,,
a064000000hc7P4AAI,,,
a064000000HJG8JAAX,94,77,0
a064000000HLO8yAAH,,,
a064000000HLO93AAH,,,
a064000000HLO98AAH,,,
a064000000HLO9DAAX,,,
a064000000HLO9IAAX,,,
a064000000HLOHwAAP,,,
a064000000HLOIKAA5,,,
a064000000HLOIkAAP,,,
a064000000HLOIuAAP,,,
a064000000HLOIzAAP,,,
a064000000HLOJEAA5,,,
a064000000HLOJOAA5,,,
a064000000HLOK7AAP,,,
a064000000HLOKCAA5,,,
a064000000HLrwHAAT,17,15,0
a064000000hZoK3AAK,130,100,0
a064000000hZqscAAC,,,
a064000000hZqSeAAK,,,
a064000000hZqshAAC,,,
a064000000hZqsmAAC,,,
a064000000hZqsrAAC,,,
a064000000hZqswAAC,,,
a064000000hZqtaAAC,50,37,0
a064000000hZqtBAAS,,,
a064000000hZqtfAAC,,,
a064000000hZqtGAAS,,,
a064000000hZqtLAAS,97,64,0
a064000000hZqtQAAS,,,
a064000000hZqtVAAS,,,
a064000000hZspxAAC,784,472,0
a064000000hZsqCAAS,86,75,0
a064000000hZsqHAAS,,,
a064000000hZsqMAAS,1065,956,0
a064000000hZsqRAAS,320,304,0
a064000000hZsqWAAS,177,153,0
a064000000hZud7AAC,,,
a064000000hZud8AAC,159,149,0
a064000000hZudCAAS,,,
a064000000hZudgAAC,,,
a064000000hZudmAAC,37,12,0
a064000000hZudqAAC,,,
a064000000hZudRAAS,,,
a064000000hZue5AAC,,,
a064000000hZuejAAC,239,218,0
a064000000hZueUAAS,,,
a064000000hZufwAAC,66,50,0
a064000000hZugfAAC,,,
a064000000hZugGAAS,,,
a064000000hZugLAAS,,,
a064000000hZugQAAS,,,
a064000000hZuhdAAC,,,
a064000000hZuhnAAC,,,
a064000000hZuiqAAC,113,89,0
a064000000hZuivAAC,113,89,0
a064000000hZuiWAAS,161,145,0
a064000000hZujFAAS,,,
a064000000hZul6AAC,,,
a064000000hZulBAAS,,,
a064000000hZuluAAC,,,
a064000000hZulzAAC,5,5,0
a064000000hZum4AAC,11,8,0
a064000000hZumTAAS,,,
a064000000hZun7AAC,,,
a064000000hZunbAAC,,,
a064000000hZunRAAS,,,
a064000000hZuo0AAC,,,
a064000000hZuoAAAS,,,
a064000000hZuoeAAC,,,
a064000000hZuojAAC,,,
a064000000hZuooAAC,45,28,0
a064000000hZuoPAAS,,,
a064000000hZup8AAC,59,31,0
a064000000hZupwAAC,,,
a064000000hZuq1AAC,,,
a064000000hZuq6AAC,,,
a064000000hZuqaAAC,,,
a064000000hZuqLAAS,,,
a064000000hZuqQAAS,,,
a064000000hZuqzAAC,43,24,0
a064000000hZuwbAAC,,,
a064000000hZv2OAAS,,,
a064000000hZv2TAAS,,,
a064000000hZv2xAAC,,,
a064000000hZv2YAAS,,,
a064000000hZv3gAAC,,,
a064000000hZv3RAAS,,,
a064000000hZv3WAAS,,,
a064000000hZv40AAC,,,
a064000000hZv4AAAS,100,47,0
a064000000hZv4eAAC,,,
a064000000hZv4KAAS,,,
a064000000hZv4tAAC,,,
a064000000hZv4ZAAS,101,55,0
a064000000hZv53AAC,,,
a064000000hZv58AAC,62,42,0
a064000000hZv79AAC,,,
a064000000hZv7TAAS,,,
a064000000hZxAYAA0,,,
a064000000hZxBlAAK,,,
a064000000hZxBWAA0,5,2,0
a064000000hZxEjAAK,11,10,0
a064000000hZxK8AAK,,,
a064000000hZxKDAA0,,,
a064000000hZxKNAA0,,,
a064000000hZxKSAA0,,,
a064000000hZxL6AAK,,,
a064000000hZxLaAAK,46,17,0
a064000000hZxLGAA0,7,4,0
a064000000hZxLkAAK,19,9,0
a064000000hZxLpAAK,16,14,0
a064000000hZxLQAA0,,,
a064000000hZxLuAAK,,,
a064000000hZxLzAAK,,,
a064000000hZxM9AAK,11,11,0
a064000000hZxMiAAK,,,
a064000000hZxMjAAK,,,
a064000000hZxMnAAK,,,
a064000000hZxMsAAK,,,
a064000000hZxMYAA0,,,
a064000000IIPsAAAX,281,127,0
a064000000Jd3bfAAB,,,
a064000000Jf4aBAAR,,,
a064000000JfEVaAAN,,,
a064000000JfEVfAAN,,,
a064000000JfREyAAN,19,19,0
a064000000JfXDEAA3,,,
a064000000JfXDOAA3,,,
a064000000JfXDUAA3,,,
a064000000JfXDYAA3,,,
a064000000JgUvyAAF,,,
a064000000JgwbBAAR,16,14,0
a064000000jxtuNAAQ,23,12,0
a064000000MFv9NAAT,,,
a064000000MHlvCAAT,,,
a064000000pconlAAA,44,35,0
a064000000pebaRAAQ,29,27,0
a064000000pedgfAAA,,,
a064000000pedgQAAQ,,,
a064000000pegkcAAA,,,
a064000000pegkhAAA,,,
a064000000pegkmAAA,,,
a064000000pegkrAAA,,,
a064000000pegnCAAQ,,,
a064000000pegnHAAQ,,,
a064000000pegnMAAQ,,,
a064000000pegnRAAQ,,,
a064000000pegWfAAI,,,
a064000000pejoOAAQ,,,
a064000000peyiVAAQ,,,
a064000000pf68KAAQ,,,
a064000000pf68PAAQ,,,
a064000000pf68UAAQ,,,
a064000000pf6C7AAI,,,
a064000000pfKHwAAM,22,13,0
a064000000pgHR3AAM,,,
a064000000pgKvhAAE,,,
a064000000pgKvmAAE,,,
a064000000pgKvrAAE,,,
a064000000pgKvwAAE,,,
a064000000pgKw1AAE,,,
a064000000pgKw6AAE,,,
a064000000pgKwGAAU,,,
a064000000VFrowAAD,124,74,0
a064000000VFrp1AAD,8,5,0
a064000000VJfbRAAT,93,79,0
a064000000YiXOcAAN,36,16,0
a064000000YiXOhAAN,12,6,0
a064000000YiXOXAA3,516,195,0
a064000000Yj2fSAAR,,,
a064000000Yj2lUAAR,,,
a064000000Yk57KAAR,,,
a064000000YlaoyAAB,445,199,0
a064000000zVLtRAAW,,,
a064000000zVZKhAAO,,,
a064000000zVZKNAA4,130,83,0
a064000000zW0ZkAAK,,,
a064000000zWkglAAC,24,22,0
a064000000zYNl4AAG,,,
a0640000018R91UAAS,,,
a0640000018RU9XAAW,13,9,0
a0640000018TmLdAAK,,,
a0640000018UJWIAA4,66,50,0
a0640000018Uv8qAAC,95,73,0
a0640000018Uv90AAC,,,
a0640000019FITsAAO,,,
a0640000019FITYAA4,,,
a064000001Fkd3dAAB,18,16,0
a064000001Fkd3TAAR,,,
a064000001Fkd3YAAR,,,
a064000001FkhlTAAR,,,
a064000001Fkjj8AAB,24,11,0
a064000001FktyMAAR,,,
a064000001FktyRAAR,112,58,0
a064000001Fky3eAAB,,,
a064000001Fky3jAAB,,,
a064000001FlFCJAA3,,,
a064000001FlJXtAAN,10,7,0
a064000001Fm29FAAR,,,
a064000001FmN9zAAF,,,
a064000001FmNA4AAN,,,
a064000001LWcv5AAD,,,
a064000001LWcylAAD,,,
a064000001LWwwSAAT,,,
