id,Pageviews,Unique Pageviews,Avg. Time on Screen
a0640000002jx4zAAA,142,134,0
a0640000002jx50AAA,32,26,0
a0640000002jx51AAA,2,2,0
a0640000002jx52AAA,26,21,0
a0640000002jx53AAA,131,119,0
a0640000002jx54AAA,28,26,0
a0640000002jx55AAA,83,72,0
a0640000002jx56AAA,75,61,0
a0640000002jx57AAA,19,17,0
a0640000002jx58AAA,693,595,0
a0640000002jx59AAA,3,3,0
a0640000002jx5aAAA,9,8,0
a0640000002jx5AAAQ,,,
a0640000002jx5bAAA,361,321,0
a0640000002jx5BAAQ,,,
a0640000002jx5cAAA,,,
a0640000002jx5CAAQ,182,139,0
a0640000002jx5dAAA,41,34,0
a0640000002jx5DAAQ,10,8,0
a0640000002jx5eAAA,18,13,0
a0640000002jx5EAAQ,16,15,0
a0640000002jx5fAAA,2,2,0
a0640000002jx5FAAQ,63,56,0
a0640000002jx5gAAA,10,10,0
a0640000002jx5GAAQ,13,11,0
a0640000002jx5hAAA,8,7,0
a0640000002jx5HAAQ,3,2,0
a0640000002jx5iAAA,,,
a0640000002jx5IAAQ,,,
a0640000002jx5jAAA,75,62,0
a0640000002jx5JAAQ,,,
a0640000002jx5kAAA,177,150,0
a0640000002jx5KAAQ,5,5,0
a0640000002jx5lAAA,,,
a0640000002jx5LAAQ,2,2,0
a0640000002jx5mAAA,455,386,0
a0640000002jx5MAAQ,169,145,0
a0640000002jx5nAAA,16,16,0
a0640000002jx5NAAQ,,,
a0640000002jx5oAAA,18,16,0
a0640000002jx5OAAQ,,,
a0640000002jx5pAAA,266,244,0
a0640000002jx5PAAQ,30,28,0
a0640000002jx5qAAA,,,
a0640000002jx5rAAA,,,
a0640000002jx5RAAQ,,,
a0640000002jx5sAAA,28,22,0
a0640000002jx5SAAQ,175,147,0
a0640000002jx5tAAA,52,42,0
a0640000002jx5TAAQ,232,203,0
a0640000002jx5uAAA,,,
a0640000002jx5UAAQ,345,323,0
a0640000002jx5vAAA,92,75,0
a0640000002jx5VAAQ,288,252,0
a0640000002jx5wAAA,9,7,0
a0640000002jx5WAAQ,41,33,0
a0640000002jx5xAAA,34,31,0
a0640000002jx5yAAA,267,224,0
a0640000002jx5YAAQ,,,
a0640000002jx5zAAA,,,
a0640000002jx5ZAAQ,10,6,0
a0640000002jx60AAA,,,
a0640000002jx61AAA,,,
a0640000002jx62AAA,,,
a0640000002jx63AAA,,,
a0640000002jx64AAA,,,
a0640000002jx65AAA,,,
a0640000002jx66AAA,,,
a0640000002jx67AAA,1450,1372,0
a0640000002jx68AAA,,,
a0640000002jx69AAA,6,5,0
a0640000002jx6aAAA,194,175,0
a0640000002jx6AAAQ,6,6,0
a0640000002jx6bAAA,6,5,0
a0640000002jx6BAAQ,,,
a0640000002jx6cAAA,105,89,0
a0640000002jx6CAAQ,,,
a0640000002jx6dAAA,10,9,0
a0640000002jx6DAAQ,,,
a0640000002jx6eAAA,26,25,0
a0640000002jx6EAAQ,,,
a0640000002jx6fAAA,,,
a0640000002jx6FAAQ,7,6,0
a0640000002jx6gAAA,122,99,0
a0640000002jx6GAAQ,,,
a0640000002jx6hAAA,127,120,0
a0640000002jx6HAAQ,18,16,0
a0640000002jx6iAAA,44,41,0
a0640000002jx6IAAQ,4,3,0
a0640000002jx6jAAA,3,3,0
a0640000002jx6JAAQ,,,
a0640000002jx6KAAQ,610,558,0
a0640000002jx6LAAQ,,,
a0640000002jx6mAAA,53,49,0
a0640000002jx6MAAQ,,,
a0640000002jx6nAAA,,,
a0640000002jx6NAAQ,97,88,0
a0640000002jx6oAAA,40,38,0
a0640000002jx6OAAQ,50,49,0
a0640000002jx6pAAA,28,22,0
a0640000002jx6PAAQ,,,
a0640000002jx6qAAA,,,
a0640000002jx6QAAQ,21,18,0
a0640000002jx6rAAA,134,111,0
a0640000002jx6RAAQ,,,
a0640000002jx6SAAQ,79,72,0
a0640000002jx6tAAA,,,
a0640000002jx6TAAQ,8,8,0
a0640000002jx6uAAA,4,4,0
a0640000002jx6UAAQ,,,
a0640000002jx6vAAA,,,
a0640000002jx6VAAQ,,,
a0640000002jx6wAAA,,,
a0640000002jx6WAAQ,29,26,0
a0640000002jx6xAAA,,,
a0640000002jx6XAAQ,,,
a0640000002jx6yAAA,32,24,0
a0640000002jx6YAAQ,,,
a0640000002jx6zAAA,2,2,0
a0640000002jx6ZAAQ,57,54,0
a0640000002jx70AAA,10,8,0
a0640000002jx71AAA,,,
a0640000002jx72AAA,,,
a0640000002jx73AAA,57,53,0
a0640000002jx74AAA,,,
a0640000002jx75AAA,59,53,0
a0640000002jx76AAA,7,4,0
a0640000002jx77AAA,,,
a0640000002jx78AAA,50,46,0
a0640000002jx79AAA,,,
a0640000002jx7aAAA,7,6,0
a0640000002jx7AAAQ,6,6,0
a0640000002jx7bAAA,,,
a0640000002jx7BAAQ,,,
a0640000002jx7cAAA,,,
a0640000002jx7CAAQ,,,
a0640000002jx7dAAA,151,122,0
a0640000002jx7DAAQ,,,
a0640000002jx7eAAA,35,23,0
a0640000002jx7EAAQ,10,6,0
a0640000002jx7fAAA,88,75,0
a0640000002jx7FAAQ,,,
a0640000002jx7gAAA,75,66,0
a0640000002jx7GAAQ,117,105,0
a0640000002jx7hAAA,,,
a0640000002jx7HAAQ,2,2,0
a0640000002jx7iAAA,12,11,0
a0640000002jx7IAAQ,33,26,0
a0640000002jx7jAAA,,,
a0640000002jx7JAAQ,64,50,0
a0640000002jx7kAAA,,,
a0640000002jx7KAAQ,,,
a0640000002jx7lAAA,197,165,0
a0640000002jx7LAAQ,,,
a0640000002jx7MAAQ,,,
a0640000002jx7nAAA,9,7,0
a0640000002jx7NAAQ,279,237,0
a0640000002jx7oAAA,18,15,0
a0640000002jx7OAAQ,,,
a0640000002jx7pAAA,,,
a0640000002jx7PAAQ,,,
a0640000002jx7qAAA,,,
a0640000002jx7QAAQ,,,
a0640000002jx7rAAA,,,
a0640000002jx7RAAQ,8,7,0
a0640000002jx7sAAA,,,
a0640000002jx7SAAQ,,,
a0640000002jx7tAAA,,,
a0640000002jx7TAAQ,,,
a0640000002jx7uAAA,37,29,0
a0640000002jx7UAAQ,,,
a0640000002jx7vAAA,,,
a0640000002jx7wAAA,6,6,0
a0640000002jx7WAAQ,87,74,0
a0640000002jx7xAAA,,,
a0640000002jx7XAAQ,,,
a0640000002jx7yAAA,105,97,0
a0640000002jx7YAAQ,6,5,0
a0640000002jx7zAAA,2,1,0
a0640000002jx7ZAAQ,52,45,0
a0640000002jx80AAA,33,29,0
a0640000002jx81AAA,22,20,0
a0640000002jx82AAA,3,2,0
a0640000002jx84AAA,301,211,0
a0640000002jx85AAA,23,22,0
a0640000002jx86AAA,,,
a0640000002jx87AAA,18,17,0
a0640000002jx88AAA,3,3,0
a0640000002jx89AAA,,,
a0640000002jx8aAAA,,,
a0640000002jx8AAAQ,4,3,0
a0640000002jx8bAAA,2,2,0
a0640000002jx8BAAQ,93,87,0
a0640000002jx8cAAA,,,
a0640000002jx8CAAQ,3,3,0
a0640000002jx8DAAQ,2,2,0
a0640000002jx8eAAA,,,
a0640000002jx8EAAQ,,,
a0640000002jx8fAAA,2,1,0
a0640000002jx8FAAQ,,,
a0640000002jx8gAAA,,,
a0640000002jx8hAAA,31,28,0
a0640000002jx8iAAA,,,
a0640000002jx8IAAQ,,,
a0640000002jx8jAAA,14,13,0
a0640000002jx8JAAQ,,,
a0640000002jx8kAAA,6,4,0
a0640000002jx8KAAQ,,,
a0640000002jx8lAAA,,,
a0640000002jx8LAAQ,3,3,0
a0640000002jx8MAAQ,,,
a0640000002jx8nAAA,86,78,0
a0640000002jx8oAAA,,,
a0640000002jx8pAAA,92,80,0
a0640000002jx8PAAQ,,,
a0640000002jx8qAAA,103,72,0
a0640000002jx8QAAQ,,,
a0640000002jx8rAAA,,,
a0640000002jx8RAAQ,23,23,0
a0640000002jx8sAAA,,,
a0640000002jx8SAAQ,15,15,0
a0640000002jx8tAAA,,,
a0640000002jx8TAAQ,,,
a0640000002jx8uAAA,,,
a0640000002jx8vAAA,,,
a0640000002jx8VAAQ,,,
a0640000002jx8wAAA,13,13,0
a0640000002jx8WAAQ,2,1,0
a0640000002jx8xAAA,,,
a0640000002jx8XAAQ,,,
a0640000002jx8yAAA,,,
a0640000002jx8YAAQ,,,
a0640000002jx8zAAA,,,
a0640000002jx8ZAAQ,22,12,0
a0640000002jx90AAA,10,8,0
a0640000002jx91AAA,47,43,0
a0640000002jx92AAA,,,
a0640000002jx96AAA,,,
a0640000002jx97AAA,,,
a0640000002jx98AAA,17,14,0
a0640000002jx99AAA,2,2,0
a0640000002jx9aAAA,71,59,0
a0640000002jx9AAAQ,,,
a0640000002jx9bAAA,3,2,0
a0640000002jx9BAAQ,9,9,0
a0640000002jx9CAAQ,35,31,0
a0640000002jx9dAAA,8,8,0
a0640000002jx9DAAQ,19,15,0
a0640000002jx9eAAA,,,
a0640000002jx9EAAQ,2,1,0
a0640000002jx9fAAA,,,
a0640000002jx9gAAA,,,
a0640000002jx9GAAQ,,,
a0640000002jx9hAAA,,,
a0640000002jx9HAAQ,,,
a0640000002jx9iAAA,3,2,0
a0640000002jx9JAAQ,,,
a0640000002jx9kAAA,,,
a0640000002jx9KAAQ,15,13,0
a0640000002jx9lAAA,,,
a0640000002jx9LAAQ,,,
a0640000002jx9mAAA,,,
a0640000002jx9MAAQ,76,70,0
a0640000002jx9nAAA,,,
a0640000002jx9NAAQ,,,
a0640000002jx9oAAA,5,4,0
a0640000002jx9OAAQ,,,
a0640000002jx9pAAA,,,
a0640000002jx9PAAQ,,,
a0640000002jx9qAAA,14,12,0
a0640000002jx9QAAQ,,,
a0640000002jx9rAAA,5,5,0
a0640000002jx9RAAQ,,,
a0640000002jx9sAAA,,,
a0640000002jx9SAAQ,16,15,0
a0640000002jx9tAAA,2,1,0
a0640000002jx9uAAA,,,
a0640000002jx9UAAQ,,,
a0640000002jx9vAAA,,,
a0640000002jx9VAAQ,12,12,0
a0640000002jx9wAAA,63,56,0
a0640000002jx9WAAQ,,,
a0640000002jx9xAAA,,,
a0640000002jx9XAAQ,,,
a0640000002jx9yAAA,3,3,0
a0640000002jx9zAAA,18,18,0
a0640000002jx9ZAAQ,,,
a0640000002jxA0AAI,,,
a0640000002jxA1AAI,4,4,0
a0640000002jxA2AAI,6,6,0
a0640000002jxA3AAI,20,18,0
a0640000002jxA6AAI,,,
a0640000002jxA7AAI,4,4,0
a0640000002jxA8AAI,8,8,0
a0640000002jxA9AAI,8,7,0
a0640000002jxAaAAI,3,3,0
a0640000002jxAAAAY,,,
a0640000002jxABAAY,6,6,0
a0640000002jxACAAY,,,
a0640000002jxAdAAI,,,
a0640000002jxADAAY,33,31,0
a0640000002jxAeAAI,,,
a0640000002jxAFAAY,,,
a0640000002jxAgAAI,8,7,0
a0640000002jxAGAAY,3,3,0
a0640000002jxAhAAI,8,8,0
a0640000002jxAHAAY,,,
a0640000002jxAiAAI,10,8,0
a0640000002jxAIAAY,,,
a0640000002jxAjAAI,2699,2449,0
a0640000002jxAJAAY,,,
a0640000002jxAkAAI,6,6,0
a0640000002jxAKAAY,,,
a0640000002jxAlAAI,,,
a0640000002jxALAAY,,,
a0640000002jxAmAAI,,,
a0640000002jxAMAAY,13,12,0
a0640000002jxAPAAY,,,
a0640000002jxAqAAI,,,
a0640000002jxAQAAY,,,
a0640000002jxAsAAI,6,5,0
a0640000002jxASAAY,3,3,0
a0640000002jxAtAAI,3,3,0
a0640000002jxAuAAI,,,
a0640000002jxAvAAI,,,
a0640000002jxAWAAY,,,
a0640000002jxAxAAI,96,84,0
a0640000002jxAXAAY,,,
a0640000002jxAYAAY,95,89,0
a0640000002jxAZAAY,,,
a0640000002jxB2AAI,6,6,0
a0640000002jxB3AAI,,,
a0640000002jxB4AAI,,,
a0640000002jxB5AAI,,,
a0640000002jxB6AAI,,,
a0640000002jxB8AAI,,,
a0640000002jxBAAAY,32,30,0
a0640000002jxBbAAI,,,
a0640000002jxBBAAY,5,4,0
a0640000002jxBCAAY,,,
a0640000002jxBDAAY,,,
a0640000002jxBEAAY,5,5,0
a0640000002jxBGAAY,14,12,0
a0640000002jxBHAAY,4,4,0
a0640000002jxBiAAI,,,
a0640000002jxBIAAY,19,19,0
a0640000002jxBJAAY,127,103,0
a0640000002jxBLAAY,2,2,0
a0640000002jxBMAAY,,,
a0640000002jxBnAAI,96,94,0
a0640000002jxBoAAI,,,
a0640000002jxBOAAY,,,
a0640000002jxBqAAI,,,
a0640000002jxBrAAI,3,3,0
a0640000002jxBsAAI,42,41,0
a0640000002jxBVAAY,2,2,0
a0640000002jxBWAAY,3,3,0
a0640000002jxBXAAY,2,2,0
a0640000002jYWAAA2,,,
a0640000002jYWaAAM,7,5,0
a0640000002jYWBAA2,1685,1181,0
a0640000002jYWbAAM,645,476,0
a0640000002jYWCAA2,812,724,0
a0640000002jYWcAAM,245,176,0
a0640000002jYWDAA2,5576,3293,0
a0640000002jYWdAAM,607,397,0
a0640000002jYWEAA2,1103,881,0
a0640000002jYWeAAM,157,94,0
a0640000002jYWFAA2,290,240,0
a0640000002jYWfAAM,,,
a0640000002jYWGAA2,475,341,0
a0640000002jYWgAAM,677,502,0
a0640000002jYWHAA2,847,620,0
a0640000002jYWhAAM,6712,4504,0
a0640000002jYWIAA2,,,
a0640000002jYWiAAM,627,571,0
a0640000002jYWJAA2,9,8,0
a0640000002jYWjAAM,7,6,0
a0640000002jYWKAA2,962,694,0
a0640000002jYWkAAM,,,
a0640000002jYWLAA2,849,633,0
a0640000002jYWlAAM,,,
a0640000002jYWMAA2,18,15,0
a0640000002jYWNAA2,756,686,0
a0640000002jYWOAA2,1834,1430,0
a0640000002jYWoAAM,,,
a0640000002jYWPAA2,61,53,0
a0640000002jYWpAAM,1142,967,0
a0640000002jYWQAA2,5,4,0
a0640000002jYWqAAM,1199,816,0
a0640000002jYWRAA2,517,401,0
a0640000002jYWrAAM,253,223,0
a0640000002jYWSAA2,108,88,0
a0640000002jYWsAAM,57,52,0
a0640000002jYWTAA2,2230,1736,0
a0640000002jYWUAA2,2236,1977,0
a0640000002jYWuAAM,2198,1636,0
a0640000002jYWVAA2,1497,1044,0
a0640000002jYWvAAM,147,131,0
a0640000002jYWWAA2,2164,1643,0
a0640000002jYWwAAM,2057,1607,0
a0640000002jYWXAA2,669,445,0
a0640000002jYWxAAM,11,10,0
a0640000002jYWyAAM,589,474,0
a0640000002jYWZAA2,9,7,0
a0640000002jYWzAAM,479,312,0
a0640000002jYX0AAM,392,331,0
a0640000002jYX1AAM,29,27,0
a0640000002jYX2AAM,1205,936,0
a0640000002jYX3AAM,4088,3707,0
a0640000002jYX4AAM,,,
a0640000002jYX6AAM,2353,1970,0
a0640000002jYX8AAM,2357,2135,0
a0640000002jYX9AAM,3,2,0
a0640000002jYXaAAM,,,
a0640000002jYXBAA2,574,403,0
a0640000002jYXCAA2,7,6,0
a0640000002jYXcAAM,1140,881,0
a0640000002jYXDAA2,85,68,0
a0640000002jYXFAA2,413,328,0
a0640000002jYXfAAM,1827,968,0
a0640000002jYXGAA2,1318,1122,0
a0640000002jYXgAAM,727,481,0
a0640000002jYXHAA2,367,247,0
a0640000002jYXhAAM,388,286,0
a0640000002jYXIAA2,7,6,0
a0640000002jYXJAA2,2,2,0
a0640000002jYXjAAM,97,80,0
a0640000002jYXKAA2,12,12,0
a0640000002jYXkAAM,116,102,0
a0640000002jYXLAA2,6,6,0
a0640000002jYXlAAM,,,
a0640000002jYXMAA2,389,316,0
a0640000002jYXmAAM,300,218,0
a0640000002jYXPAA2,6712,4504,0
a0640000002jYXQAA2,2524,2099,0
a0640000002jYXqAAM,350,288,0
a0640000002jYXrAAM,,,
a0640000002jYXSAA2,391,297,0
a0640000002jYXTAA2,5,4,0
a0640000002jYXtAAM,674,550,0
a0640000002jYXVAA2,5,5,0
a0640000002jYXvAAM,166,142,0
a0640000002jYXXAA2,37,35,0
a0640000002jYXYAA2,256,227,0
a0640000002jYXZAA2,727,670,0
a0640000002jYY1AAM,172,148,0
a0640000002jYY2AAM,471,406,0
a0640000002jYY3AAM,109,96,0
a0640000002jYY4AAM,105,65,0
a0640000002jYY7AAM,2354,2052,0
a0640000002jYY9AAM,2,2,0
a0640000002jYYAAA2,12,10,0
a0640000002jYYaAAM,1291,1190,0
a0640000002jYYcAAM,168,133,0
a0640000002jYYDAA2,134,110,0
a0640000002jYYdAAM,430,367,0
a0640000002jYYEAA2,487,360,0
a0640000002jYYGAA2,,,
a0640000002jYYHAA2,388,306,0
a0640000002jYYhAAM,3,2,0
a0640000002jYYIAA2,3,3,0
a0640000002jYYJAA2,3288,2825,0
a0640000002jYYjAAM,75,63,0
a0640000002jYYkAAM,313,246,0
a0640000002jYYLAA2,386,320,0
a0640000002jYYNAA2,229,182,0
a0640000002jYYnAAM,504,479,0
a0640000002jYYOAA2,2,2,0
a0640000002jYYoAAM,,,
a0640000002jYYPAA2,,,
a0640000002jYYpAAM,30,21,0
a0640000002jYYQAA2,,,
a0640000002jYYqAAM,,,
a0640000002jYYsAAM,189,153,0
a0640000002jYYTAA2,87,72,0
a0640000002jYYtAAM,,,
a0640000002jYYuAAM,84,71,0
a0640000002jYYvAAM,2993,2571,0
a0640000002jYYWAA2,521,474,0
a0640000002jYYwAAM,226,187,0
a0640000002jYYXAA2,3494,2825,0
a0640000002jYYxAAM,1098,943,0
a0640000002jYYYAA2,285,249,0
a0640000002jYYyAAM,31,29,0
a0640000002jYYZAA2,156,140,0
a0640000002jYZ1AAM,5576,3293,0
a0640000002jYZ4AAM,2,1,0
a0640000002jYZ7AAM,340,271,0
a0640000002jYZ8AAM,291,249,0
a0640000002jYZAAA2,14,10,0
a0640000002jYZaAAM,60,48,0
a0640000002jYZCAA2,,,
a0640000002jYZDAA2,925,626,0
a0640000002jYZEAA2,2,2,0
a0640000002jYZGAA2,,,
a0640000002jYZHAA2,197,180,0
a0640000002jYZIAA2,122,100,0
a0640000002jYZJAA2,7,7,0
a0640000002jYZKAA2,682,626,0
a0640000002jYZLAA2,43,39,0
a0640000002jYZMAA2,76,61,0
a0640000002jYZNAA2,235,213,0
a0640000002jYZOAA2,90,74,0
a0640000002jYZPAA2,128,102,0
a0640000002jYZSAA2,3,3,0
a0640000002jYZTAA2,164,144,0
a0640000002jYZUAA2,60,58,0
a0640000002jYZVAA2,389,316,0
a0640000002jYZWAA2,94,82,0
a0640000002jYZXAA2,3,3,0
a0640000002jYZYAA2,22,18,0
a0640000002jYZZAA2,229,205,0
a0640000002kdpMAAQ,109,84,0
a0640000002kdq3AAA,6,6,0
a0640000002kdq4AAA,,,
a0640000002kdq8AAA,31,30,0
a0640000002ke7uAAA,2,2,0
a0640000002ke7zAAA,888,796,0
a0640000002ke9fAAA,226,185,0
a0640000002ke9kAAA,6,6,0
a0640000002ke9pAAA,,,
a0640000002ke9qAAA,2,2,0
a0640000002ke9uAAA,35,29,0
a0640000002ke9vAAA,17,15,0
a0640000002keA4AAI,,,
a0640000002keAdAAI,141,128,0
a0640000002keAEAAY,,,
a0640000002keAiAAI,12,12,0
a0640000002keAJAAY,135,116,0
a0640000002keAKAAY,112,101,0
a0640000002keALAAY,3,3,0
a0640000002keATAAY,4,4,0
a0640000002keAYAAY,3,3,0
a0640000002kwVPAAY,16,16,0
a0640000002l75jAAA,23,20,0
a0640000003ld1jAAA,2,2,0
a0640000003ld1kAAA,,,
a0640000003ld1lAAA,15,8,0
a0640000003ld1QAAQ,153,125,0
a0640000003ld37AAA,14,12,0
a0640000003mfI0AAI,45,35,0
a0640000003naVbAAI,53,40,0
a0640000003naVgAAI,,,
a0640000003pLm7AAE,757,691,0
a0640000003R7IaAAK,85,75,0
a0640000003R7MrAAK,115,95,0
a0640000003R7MsAAK,33,29,0
a0640000003R7MtAAK,38,33,0
a0640000003R7N3AAK,20,18,0
a0640000003R7N4AAK,53,44,0
a0640000003R7N5AAK,16,15,0
a0640000003R7N8AAK,16,14,0
a0640000003R7NDAA0,67,56,0
a0640000003R7NIAA0,16,13,0
a0640000003R90WAAS,63,55,0
a0640000003RbUxAAK,,,
a0640000003RdYvAAK,332,250,0
a0640000003RdZ5AAK,576,447,0
a0640000003SfMoAAK,20,18,0
a0640000003SfN3AAK,5,5,0
a0640000003Sft2AAC,15,13,0
a0640000003sxBGAAY,5,5,0
a0640000003sxBHAAY,40,36,0
a0640000003sxBLAAY,24,23,0
a0640000003sxBQAAY,51,49,0
a0640000003sxBRAAY,258,212,0
a0640000003sxKhAAI,885,672,0
a0640000003yWWdAAM,17,14,0
a06400000046LwGAAU,1179,1023,0
a0640000004eGodAAE,197,174,0
a0640000004eGoeAAE,231,217,0
a0640000004eGoxAAE,150,139,0
a0640000004eI4FAAU,19,19,0
a0640000004eI5EAAU,304,249,0
a0640000004h7u5AAA,29,22,0
a0640000004h86dAAA,2,2,0
a0640000004h87DAAQ,23,20,0
a0640000004jzJNAAY,30,25,0
a0640000004jzJXAAY,50,37,0
a0640000004jzKlAAI,79,66,0
a0640000004jzKmAAI,115,80,0
a0640000004ktR0AAI,,,
a0640000004ktRUAAY,20,18,0
a0640000005pDdSAAU,,,
a0640000005pDe8AAE,372,327,0
a0640000006AchwAAC,,,
a0640000006AchxAAC,,,
a0640000006EDmnAAG,1478,1241,0
a0640000006EDuFAAW,2,2,0
a0640000006eNAnAAM,,,
a0640000006IcunAAC,1660,1440,0
a0640000006jJx2AAE,43,37,0
a0640000006L8w5AAC,,,
a0640000006L8wAAAS,24,19,0
a0640000006LCgpAAG,1980,1790,0
a0640000006M2qLAAS,14,13,0
a0640000006PFEiAAO,,,
a0640000006qRwoAAE,2,2,0
a06400000076KynAAE,46,38,0
a06400000077E36AAE,,,
a0640000007aEiSAAU,4218,3225,0
a0640000007M55eAAC,34,28,0
a0640000007M55fAAC,,,
a0640000007M55gAAC,,,
a0640000007M55jAAC,,,
a0640000007M55oAAC,2,2,0
a0640000007M55PAAS,104,79,0
a0640000007M55ZAAS,8,6,0
a0640000007PulgAAC,5,3,0
a0640000007V2ZaAAK,1618,1316,0
a0640000008joayAAA,5,5,0
a0640000008joazAAA,,,
a0640000008job0AAA,,,
a0640000008jonYAAQ,,,
a0640000008jooPAAQ,5,5,0
a0640000008jopvAAA,8,8,0
a0640000008jopwAAA,,,
a0640000008joqAAAQ,,,
a0640000008joqpAAA,5,5,0
a0640000008joqqAAA,,,
a0640000008lcRiAAI,,,
a0640000008YwmBAAS,50,39,0
a0640000008YwmLAAS,4,4,0
a0640000009CIXhAAO,1257,1106,0
a0640000009CIYAAA4,382,347,0
a0640000009CIZEAA4,85,78,0
